Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.57,0,0.1818025027414935851605352904,0.181802502741494,0.181802502741494,0.181802502741494,0.181802502741494,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,57675580
0.58,0,0.1818162529795483384922804346,0.181816252979548,0.181816252979548,0.181816252979548,0.181816252979548,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,58687440
0.59,0,0.1818300869498784765380763296,0.181830086949878,0.181830086949878,0.181830086949878,0.181830086949878,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,59699290
0.60,0,0.1818439856337173849244542962,0.181843985633717,0.181843985633717,0.181843985633717,0.181843985633717,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,60711140
0.61,0,0.1819387311297602559740209491,0.18193873112976,0.18193873112976,0.18193873112976,0.18193873112976,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,61723000
0.62,0,0.1820306503977750352295868481,0.182030650397775,0.182030650397775,0.182030650397775,0.182030650397775,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,62734850
0.63,0,0.1821226336386986697895802359,0.182122633638699,0.182122633638699,0.182122633638699,0.182122633638699,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,63746700
0.64,0,0.1822146618392645688436199349,0.182214661839265,0.182214661839265,0.182214661839265,0.182214661839265,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,64758550
0.65,0,0.1823067722949562357005260754,0.182306772294956,0.182306772294956,0.182306772294956,0.182306772294956,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,65770400
0.66,0,0.1823989459952000252946017046,0.1823989459952,0.1823989459952,0.1823989459952,0.1823989459952,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,66782260
0.67,0,0.1824911639307515209138430709,0.182491163930752,0.182491163930752,0.182491163930752,0.182491163930752,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,67794110
0.68,0,0.1825834634010882509027003006,0.182583463401088,0.182583463401088,0.182583463401088,0.182583463401088,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,68805960
0.69,0,0.1826758253996003103456296762,0.1826758253996,0.1826758253996,0.1826758253996,0.1826758253996,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,69817820
0.70,0,0.1827682496901135341728953389,0.182768249690114,0.182768249690114,0.182768249690114,0.182768249690114,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,70829660
0.71,0,0.1828607172686136460762947222,0.182860717268614,0.182860717268614,0.182860717268614,0.182860717268614,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,71841520
0.72,0,0.1829532654397684541213226562,0.182953265439768,0.182953265439768,0.182953265439768,0.182953265439768,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,72853380
0.73,0,0.1830458752021236832407281715,0.183045875202124,0.183045875202124,0.183045875202124,0.183045875202124,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,73865220
0.74,0,0.1831385463246214566948575427,0.183138546324621,0.183138546324621,0.183138546324621,0.183138546324621,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,74877080
0.75,0,0.1832312598083300457973842464,0.18323125980833,0.18323125980833,0.18323125980833,0.18323125980833,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,75888930
0.76,0,0.1833240529629611830465602728,0.183324052962961,0.183324052962961,0.183324052962961,0.183324052962961,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,76900780
0.77,0,0.1834169067920690304415022593,0.183416906792069,0.183416906792069,0.183416906792069,0.183416906792069,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,77912630
0.78,0,0.1835098210695696484361721311,0.18350982106957,0.18350982106957,0.18350982106957,0.18350982106957,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,78924480
0.79,0,0.1836027768014689098423777304,0.183602776801469,0.183602776801469,0.183602776801469,0.183602776801469,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,79936340
0.80,0,0.1836958113023813487837534572,0.183695811302381,0.183695811302381,0.183695811302381,0.183695811302381,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,80948190
0.81,0,0.1837889055807298698475005369,0.18378890558073,0.18378890558073,0.18378890558073,0.18378890558073,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,81960040
0.82,0,0.1838820406461322531416890371,0.183882040646132,0.183882040646132,0.183882040646132,0.183882040646132,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,82971900
0.83,0,0.1839752538167910260107433485,0.183975253816791,0.183975253816791,0.183975253816791,0.183975253816791,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,83983740
0.84,0,0.1840685261046897855289989879,0.18406852610469,0.18406852610469,0.18406852610469,0.18406852610469,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,84995600
0.85,0,0.1841618572921161624419584361,0.184161857292116,0.184161857292116,0.184161857292116,0.184161857292116,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,86007460
0.86,0,0.1842552283933873084111083015,0.184255228393387,0.184255228393387,0.184255228393387,0.184255228393387,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,87019300
0.87,0,0.1843486767313721807906292921,0.184348676731372,0.184348676731372,0.184348676731372,0.184348676731372,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,88031160
0.88,0,0.1844421833226889334500447503,0.184442183322689,0.184442183322689,0.184442183322689,0.184442183322689,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,89043010
0.89,0,0.1845357479542257740572930260,0.184535747954226,0.184535747954226,0.184535747954226,0.184535747954226,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,90054860
0.90,0,0.1846293516448697863108198373,0.18462935164487,0.18462935164487,0.18462935164487,0.18462935164487,0,0,0,0,6.6282659668330365352705543938,128.50911429029324495817226129,120.96183102562859817780583168,91066710
0.91,0,0.185884831236055,0.185884831236055,0.185884831236055,0.185884831236055,0.185884831236055,0,0,0,0,6.5333339374379,127.907542239181,120.35249933631,92078570
0.92,0,0.18965127000961,0.18965127000961,0.18965127000961,0.18965127000961,0.18965127000961,0,0,0,0,6.43840190804277,127.305970188069,119.743167646991,93090420
0.93,0,0.196268025471769,0.196268025471769,0.196268025471769,0.196268025471769,0.196268025471769,0,0,0,0,6.34346987864764,126.704398136957,119.133835957672,94102270
0.94,0,0.203851878235754,0.203851878235754,0.203851878235754,0.203851878235754,0.203851878235754,0,0,0,0,6.24853784925251,126.102826085844,118.524504268354,95114120
0.95,0,0.211435730999739,0.211435730999739,0.211435730999739,0.211435730999739,0.211435730999739,0,0,0,0,6.15360581985738,125.501254034732,117.915172579035,96125980
0.96,0,0.219019583763723,0.219019583763723,0.219019583763723,0.219019583763723,0.219019583763723,0,0,0,0,6.05867379046225,124.89968198362,117.305840889716,97137820
0.97,0,0.226603436527708,0.226603436527708,0.226603436527708,0.226603436527708,0.226603436527708,0,0,0,0,5.96374176106712,124.298109932508,116.696509200397,98149680
0.98,0,0.234187289291693,0.234187289291692,0.234187289291692,0.234187289291692,0.234187289291692,0,0,0,0,5.86880973167198,123.696537881395,116.087177511079,99161540
0.99,0,0.241771142055677,0.241771142055677,0.241771142055677,0.241771142055677,0.241771142055677,0,0,0,0,5.77387770227685,123.094965830283,115.47784582176,100173400
1.00,0,0.249354994819662,0.249354994819662,0.249354994819662,0.249354994819662,0.249354994819662,0,0,0,0,5.67894567288172,122.493393779171,114.868514132441,101185200
1.01,0,0.256938847583647,0.256938847583646,0.256938847583646,0.256938847583646,0.256938847583646,0,0,0,0,5.58401364348659,121.891821728059,114.259182443122,102197100
1.02,0,0.264522700347631,0.264522700347631,0.264522700347631,0.264522700347631,0.264522700347631,0,0,0,0,5.48908161409146,121.290249676947,113.649850753804,103208900
1.03,0,0.272106553111616,0.272106553111616,0.272106553111616,0.272106553111616,0.272106553111616,0,0,0,0,5.39414958469633,120.688677625834,113.040519064485,104220800
1.04,0,0.279690405875601,0.2796904058756,0.2796904058756,0.2796904058756,0.2796904058756,0,0,0,0,5.2992175553012,120.087105574722,112.431187375166,105232600
1.05,0,0.2872742586395852455511278715,0.287274258639585,0.287274258639585,0.287274258639585,0.287274258639585,0,0,0,0,5.2042855259060645352705543936,119.4855335236098490620688105,111.82185568584750353574596143,106244500
1.06,0,0.2866391790323968508122645975,0.286639179032397,0.286639179032397,0.286639179032397,0.286639179032397,0,0,0,0,5.2136542959136445352705543931,119.27399614536027494650494003,111.66968974054929914422841218,107256300
1.07,0,0.2860069464302663611383557132,0.286006946430266,0.286006946430266,0.286006946430266,0.286006946430266,0,0,0,0,5.2222199434326445352705543931,119.08166453554254578141864931,111.53122290468717570879271009,108268200
1.08,0,0.2853775382271261464962561134,0.285377538227126,0.285377538227126,0.285377538227126,0.285377538227126,0,0,0,0,5.2301517147182445352705543937,118.90436913719863382684073023,111.40347623126376828886557767,109280100
1.09,0,0.2847509537406591294750970845,0.284750953740659,0.284750953740659,0.284750953740659,0.284750953740659,0,0,0,0,5.2375668153695145352705543937,118.73942048448409545112797777,111.28454180252752705912734082,110291900
1.10,0,0.2841271741346387737837577552,0.284127174134639,0.284127174134639,0.284127174134639,0.284127174134639,0,0,0,0,5.2420844191073825352705543932,118.55422364002842533342153762,111.14547497583172545583201428,111303800
1.11,0,0.2835061823451381087533656225,0.283506182345138,0.283506182345138,0.283506182345138,0.283506182345138,0,0,0,0,5.2457427897167935352705543938,118.3715587926263542333847559,111.00711225174022613897497697,112315600
1.12,0,0.2828879530103625567877037821,0.282887953010363,0.282887953010363,0.282887953010363,0.282887953010363,0,0,0,0,5.2491961442342815352705543935,118.197708633654158487415739,110.875329291486305952128994,113327500
1.13,0,0.2822724624039074202274837825,0.282272462403907,0.282272462403907,0.282272462403907,0.282272462403907,0,0,0,0,5.2524693638922455352705543935,118.03155501638482848820289253,110.74929103237336737012835405,114339300
1.14,0,0.2816597083712357048737375783,0.281659708371236,0.281659708371236,0.281659708371236,0.281659708371236,0,0,0,0,5.2555824310950025352705543935,117.87227723882907915265030382,110.62838759034940643631600462,115351200
1.15,0,0.2810496602692021798763056006,0.281049660269202,0.281049660269202,0.281049660269202,0.281049660269202,0,0,0,0,5.2585517733274215352705543942,117.71897774458397862504916759,110.51194235214237350099547796,116363000
1.16,0,0.2800460219070551190557934381,0.280046021907055,0.280046021907055,0.280046021907055,0.280046021907055,0,0,0,0,5.2613912914077925352705543939,117.57119829361464272480278121,110.39961950378276439825910835,117374900
1.17,0,0.2790322080403756571093090004,0.279032208040376,0.279032208040376,0.279032208040376,0.279032208040376,0,0,0,0,5.2641124291750285352705543936,117.42841341504610390217312707,110.29102616328935201100936022,118386700
1.18,0,0.2780227155707848350620949934,0.278022715570785,0.278022715570785,0.278022715570785,0.278022715570785,0,0,0,0,5.2667251164149495352705543933,117.29010878711917432545941486,110.18577542250364789620508509,119398600
1.19,0,0.2770175637953562815007406024,0.277017563795356,0.277017563795356,0.277017563795356,0.277017563795356,0,0,0,0,5.2692378049671425352705543941,117.15590182795823401039077566,110.08358137817038384495188565,120410400
1.20,0,0.2760167043711263805154830770,0.276016704371126,0.276016704371126,0.276016704371126,0.276016704371126,0,0,0,0,5.2710756125608885352705543944,117.01817178787975657548412968,109.97768350766394806440033424,121422300
1.21,0,0.2750200946030453561782004362,0.275020094603045,0.275020094603045,0.275020094603045,0.275020094603045,0,0,0,0,5.2718822053909045352705543933,116.87198032655429508432864284,109.86373492314454574125641914,122434100
1.22,0,0.2740277674005281343982463182,0.274027767400528,0.274027767400528,0.274027767400528,0.274027767400528,0,0,0,0,5.2726351754785355352705543932,116.72927077355297743539589255,109.75244525475654841463980168,123446000
1.23,0,0.2730395934580095429982780166,0.27303959345801,0.27303959345801,0.27303959345801,0.27303959345801,0,0,0,0,5.2733378234884545352705543932,116.58987694497903974415227114,109.64368939536891855869889104,124457800
1.24,0,0.2720556523266375997348804718,0.272055652326638,0.272055652326638,0.272055652326638,0.272055652326638,0,0,0,0,5.2739924864927665352705543938,116.4535769402598887506782537,109.53729698551193253112742273,125469700
1.25,0,0.2710758612649550176900175387,0.271075861264955,0.271075861264955,0.271075861264955,0.271075861264955,0,0,0,0,5.2746017390336725352705543944,116.32010005216050042329678982,109.43305944846426582515377224,126481500
1.26,0,0.2701024694109481229877326696,0.270102469410948,0.270102469410948,0.270102469410948,0.270102469410948,0,0,0,0,5.2751677393578895352705543943,116.18934307071186582304478048,109.33089935594373111613901404,127493400
1.27,0,0.2691479239101195584197426828,0.26914792391012,0.26914792391012,0.26914792391012,0.26914792391012,0,0,0,0,5.2756925264886295352705543941,116.06116417459227606158630239,109.23070864890462624909423156,128505200
1.28,0,0.2682063963522873495661587625,0.268206396352287,0.268206396352287,0.268206396352287,0.268206396352287,0,0,0,0,5.2761778808504955352705543939,115.93540328197982178712035187,109.13236447779558015619319065,129517100
1.29,0,0.2672756781147961706701224965,0.267275678114796,0.267275678114796,0.267275678114796,0.267275678114796,0,0,0,0,5.2766251236145085352705543932,115.81186198432579401196055006,109.03571316258198719079988749,130529000
1.30,0,0.2663546364728887366711732955,0.266354636472889,0.266354636472889,0.266354636472889,0.266354636472889,0,0,0,0,5.2770359048729265352705543941,115.69049910207257567248283291,108.94072512110743838494589901,131540800
1.31,0,0.2654428302302061124777224225,0.265442830230206,0.265442830230206,0.265442830230206,0.265442830230206,0,0,0,0,5.2774116237970305352705543933,115.57120220081145965175711094,108.84731431270914203198142344,132552700
1.32,0,0.2645396936178105085535320947,0.264539693617811,0.264539693617811,0.264539693617811,0.264539693617811,0,0,0,0,5.277753456170458535270554394,115.4538725084354236545905499,108.75540511108841165087677223,133564500
1.33,0,0.2636450331069823734748642203,0.263645033106982,0.263645033106982,0.263645033106982,0.263645033106982,0,0,0,0,5.2780624264764565352705543943,115.33834331704877231475130871,108.6648681816268156382559665,134576400
1.34,0,0.2627584873386022084667675185,0.262758487338602,0.262758487338602,0.262758487338602,0.262758487338602,0,0,0,0,5.2783396397336035352705543939,115.22468282353086455021484574,108.57575913444243193319570485,135588200
1.35,0,0.2618799904602037517678788123,0.261879990460204,0.261879990460204,0.261879990460204,0.261879990460204,0,0,0,0,5.2785860270830575352705543933,115.11265926307871408737845034,108.48789723172957281198152695,136600100
1.36,0,0.2610092731274431369377648934,0.261009273127443,0.261009273127443,0.261009273127443,0.261009273127443,0,0,0,0,5.2788025459410775352705543944,115.00227896372743788976589825,108.40128912933773257525197908,137611900
1.37,0,0.2601462649452649445935380599,0.260146264945265,0.260146264945265,0.260146264945265,0.260146264945265,0,0,0,0,5.2789897982337225352705543936,114.89346748575162261580760793,108.3158774369663689910269887,138623800
1.38,0,0.2592908408162086950842264252,0.259290840816209,0.259290840816209,0.259290840816209,0.259290840816209,0,0,0,0,5.2791489172754475352705543943,114.78617627664883125974892064,108.23162577440200236966973326,139635600
1.39,0,0.2584429212471371541226131689,0.258442921247137,0.258442921247137,0.258442921247137,0.258442921247137,0,0,0,0,5.2792805216880785352705543943,114.68026352339645477373220628,108.14842368483582922660083353,140647500
1.40,0,0.2576023548955825563889985427,0.257602354895583,0.257602354895583,0.257602354895583,0.257602354895583,0,0,0,0,5.2793849990209055352705543931,114.57581786379792099384234403,108.06634179428486617168516856,141659300
