Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.41,0,0.4668942342308927347557660346,0.466894234230893,0.466894234230893,0.466894234230893,0.466894234230893,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,14522020
0.42,0,0.4666601435251897909148501048,0.46666014352519,0.46666014352519,0.46666014352519,0.46666014352519,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,14876220
0.43,0,0.4664451545165510913026455298,0.466445154516551,0.466445154516551,0.466445154516551,0.466445154516551,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,15230410
0.44,0,0.4662488428180662291268338367,0.466248842818066,0.466248842818066,0.466248842818066,0.466248842818066,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,15584610
0.45,0,0.4660709990235488855836561554,0.466070999023549,0.466070999023549,0.466070999023549,0.466070999023549,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,15938800
0.46,0,0.4659112637134874064165113716,0.465911263713487,0.465911263713487,0.465911263713487,0.465911263713487,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,16293000
0.47,0,0.4657694906766699715387789602,0.46576949067667,0.46576949067667,0.46576949067667,0.46576949067667,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,16647200
0.48,0,0.4656454567656811855503692780,0.465645456765681,0.465645456765681,0.465645456765681,0.465645456765681,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,17001390
0.49,0,0.4655390424728026219325359798,0.465539042472803,0.465539042472803,0.465539042472803,0.465539042472803,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,17355590
0.50,0,0.4654501466570137163419649226,0.465450146657014,0.465450146657014,0.465450146657014,0.465450146657014,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,17709780
0.51,0,0.4653786567971089789533815277,0.465378656797109,0.465378656797109,0.465378656797109,0.465378656797109,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,18063980
0.52,0,0.4653246419349718391501939439,0.465324641934972,0.465324641934972,0.465324641934972,0.465324641934972,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,18418170
0.53,0,0.4652880459464440071574812764,0.465288045946444,0.465288045946444,0.465288045946444,0.465288045946444,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,18772370
0.54,0,0.4652689522313567769599714400,0.465268952231357,0.465268952231357,0.465268952231357,0.465268952231357,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,19126570
0.55,0,0.4652675322883968204011764210,0.465267532288397,0.465267532288397,0.465267532288397,0.465267532288397,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,19480760
0.56,0,0.4652838625465053805053489321,0.465283862546505,0.465283862546505,0.465283862546505,0.465283862546505,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,19834960
0.57,0,0.4653182456168320965046873493,0.465318245616832,0.465318245616832,0.465318245616832,0.465318245616832,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,20189150
0.58,0,0.4653708751677068386008897702,0.465370875167707,0.465370875167707,0.465370875167707,0.465370875167707,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,20543350
0.59,0,0.4654421576596516892802620720,0.465442157659652,0.465442157659652,0.465442157659652,0.465442157659652,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,20897540
0.60,0,0.4655324010931457884662183049,0.465532401093146,0.465532401093146,0.465532401093146,0.465532401093146,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,21251740
0.61,0,0.4661313198507937146345033015,0.466131319850794,0.466131319850794,0.466131319850794,0.466131319850794,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,21605940
0.62,0,0.4667326652481145571601717117,0.466732665248115,0.466732665248115,0.466732665248115,0.466732665248115,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,21960130
0.63,0,0.4673546518187013457929540761,0.467354651818701,0.467354651818701,0.467354651818701,0.467354651818701,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,22314330
0.64,0,0.4679979563026680764654826996,0.467997956302668,0.467997956302668,0.467997956302668,0.467997956302668,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,22668520
0.65,0,0.4686634156581492146901816458,0.468663415658149,0.468663415658149,0.468663415658149,0.468663415658149,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,23022720
0.66,0,0.4693519114631340021886503448,0.469351911463134,0.469351911463134,0.469351911463134,0.469351911463134,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,23376920
0.67,0,0.4700645509489830155724251056,0.470064550948983,0.470064550948983,0.470064550948983,0.470064550948983,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,23731110
0.68,0,0.4708024668153125485001289212,0.470802466815313,0.470802466815313,0.470802466815313,0.470802466815313,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,24085310
0.69,0,0.4715670814955775448597989270,0.471567081495578,0.471567081495578,0.471567081495578,0.471567081495578,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,24439500
0.70,0,0.4723598519742962459666454349,0.472359851974296,0.472359851974296,0.472359851974296,0.472359851974296,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,24793700
0.71,0,0.4726231829516007948100952511,0.472623182951601,0.472623182951601,0.472623182951601,0.472623182951601,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,25147890
0.72,0,0.4728575743372631555159820445,0.472857574337263,0.472857574337263,0.472857574337263,0.472857574337263,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,25502090
0.73,0,0.4730972571517552535498974194,0.473097257151755,0.473097257151755,0.473097257151755,0.473097257151755,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,25856290
0.74,0,0.4733421372354180683622591394,0.473342137235418,0.473342137235418,0.473342137235418,0.473342137235418,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,26210480
0.75,0,0.4735920216684824225510854777,0.473592021668482,0.473592021668482,0.473592021668482,0.473592021668482,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,26564680
0.76,0,0.4738468308250851671381540126,0.473846830825085,0.473846830825085,0.473846830825085,0.473846830825085,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,26918870
0.77,0,0.4741063819438275935061015767,0.474106381943828,0.474106381943828,0.474106381943828,0.474106381943828,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,27273070
0.78,0,0.4743706340010507377345837852,0.474370634001051,0.474370634001051,0.474370634001051,0.474370634001051,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,27627260
0.79,0,0.4746393834933440884017190401,0.474639383493344,0.474639383493344,0.474639383493344,0.474639383493344,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,27981460
0.80,0,0.4749125972026254869835017811,0.474912597202626,0.474912597202626,0.474912597202626,0.474912597202626,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,28335650
0.81,0,0.4765553400793342698414210396,0.476555340079334,0.476555340079334,0.476555340079334,0.476555340079334,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,28689850
0.82,0,0.4782023270932024210080244347,0.478202327093202,0.478202327093202,0.478202327093202,0.478202327093202,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,29044050
0.83,0,0.4798534176513649182490190207,0.479853417651365,0.479853417651365,0.479853417651365,0.479853417651365,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,29398240
0.84,0,0.4815085220315821274629946636,0.481508522031582,0.481508522031582,0.481508522031582,0.481508522031582,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,29752440
0.85,0,0.4831675889281173123622723107,0.483167588928117,0.483167588928117,0.483167588928117,0.483167588928117,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,30106630
0.86,0,0.4848304514375673542006138792,0.484830451437567,0.484830451437567,0.484830451437567,0.484830451437567,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,30460830
0.87,0,0.4864971085429903166549482514,0.48649710854299,0.48649710854299,0.48649710854299,0.48649710854299,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,30815020
0.88,0,0.4881674242394042667543681171,0.488167424239404,0.488167424239404,0.488167424239404,0.488167424239404,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,31169220
0.89,0,0.4898413086862742955422007361,0.489841308686274,0.489841308686274,0.489841308686274,0.489841308686274,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,31523410
0.90,0,0.4915186809386627027822120731,0.491518680938663,0.491518680938663,0.491518680938663,0.491518680938663,0,0,0,0,7.49948636584418,38.45407120357939672136614165,38.45407120357939672136614165,31877610
0.91,0,0.494861007969046,0.494861007969046,0.494861007969046,0.494861007969046,0.494861007969046,0,0,0,0,7.76064204141366,38.7040558979797,38.6011271936333,32231810
0.92,0,0.504887989060194,0.504887989060195,0.504887989060195,0.504887989060195,0.504887989060195,0,0,0,0,8.02179771698314,38.95404059238,38.7481831836872,32586000
0.93,0,0.520527946185963,0.520527946185963,0.520527946185963,0.520527946185963,0.520527946185963,0,0,0,0,8.28295339255263,39.2040252867803,38.895239173741,32940200
0.94,0,0.536767388800778,0.536767388800778,0.536767388800778,0.536767388800778,0.536767388800778,0,0,0,0,8.54410906812211,39.4540099811806,39.0422951637949,33294390
0.95,0,0.553006831415593,0.553006831415593,0.553006831415593,0.553006831415593,0.553006831415593,0,0,0,0,8.80526474369159,39.7039946755808,39.1893511538488,33648590
0.96,0,0.569246274030408,0.569246274030408,0.569246274030408,0.569246274030408,0.569246274030408,0,0,0,0,9.06642041926108,39.9539793699811,39.3364071439027,34002780
0.97,0,0.585485716645222,0.585485716645222,0.585485716645222,0.585485716645222,0.585485716645222,0,0,0,0,9.32757609483056,40.2039640643814,39.4834631339565,34356980
0.98,0,0.601725159260037,0.601725159260037,0.601725159260037,0.601725159260037,0.601725159260037,0,0,0,0,9.58873177040004,40.4539487587817,39.6305191240104,34711180
0.99,0,0.617964601874852,0.617964601874852,0.617964601874852,0.617964601874852,0.617964601874852,0,0,0,0,9.84988744596952,40.703933453182,39.7775751140643,35065370
1.00,0,0.634204044489667,0.634204044489667,0.634204044489667,0.634204044489667,0.634204044489667,0,0,0,0,10.111043121539,40.9539181475823,39.9246311041182,35419570
1.01,0,0.650443487104482,0.650443487104482,0.650443487104482,0.650443487104482,0.650443487104482,0,0,0,0,10.3721987971085,41.2039028419826,40.0716870941721,35773760
1.02,0,0.666682929719296,0.666682929719296,0.666682929719296,0.666682929719296,0.666682929719296,0,0,0,0,10.633354472678,41.4538875363829,40.2187430842259,36127960
1.03,0,0.682922372334111,0.682922372334111,0.682922372334111,0.682922372334111,0.682922372334111,0,0,0,0,10.8945101482475,41.7038722307832,40.3657990742798,36482150
1.04,0,0.699161814948926,0.699161814948926,0.699161814948926,0.699161814948926,0.699161814948926,0,0,0,0,11.1556658238169,41.9538569251834,40.5128550643337,36836350
1.05,0,0.7154012575637410569998404196,0.715401257563741,0.715401257563741,0.715401257563741,0.715401257563741,0,0,0,0,11.416821499386422180637361312,42.203841619583723147990228868,40.659911054387569451339982325,37190540
1.06,0,0.7133561257126120434023633172,0.713356125712612,0.713356125712612,0.713356125712612,0.713356125712612,0,0,0,0,11.422705284273112180637361313,42.145837396256080318167857445,40.61054014698410088327965712,37544740
1.07,0,0.7113345807432842151942249968,0.711334580743284,0.711334580743284,0.711334580743284,0.711334580743284,0,0,0,0,11.427855219912722180637361313,42.093308555102994187997015598,40.565798147117491335835887986,37898940
1.08,0,0.7093361842459267982737447894,0.709336184245927,0.709336184245927,0.709336184245927,0.709336184245927,0,0,0,0,11.432421390033412180637361312,42.045122259536981516029504393,40.524727772352420779033391655,38253140
1.09,0,0.7073605447381199583908253238,0.70736054473812,0.70736054473812,0.70736054473812,0.70736054473812,0,0,0,0,11.436507708593132180637361313,42.000479760270612877097784034,40.486653726499345666879450382,38607330
1.10,0,0.7054072388271369745767417989,0.705407238827137,0.705407238827137,0.705407238827137,0.705407238827137,0,0,0,0,11.440189437557872180637361312,41.958793356040631469239935155,40.451078934947810945775877701,38961520
1.11,0,0.7034759640610236829389069479,0.703475964061024,0.703475964061024,0.703475964061024,0.703475964061024,0,0,0,0,11.443522586559912180637361313,41.919623471619268722413578276,40.417631554624342056211362025,39315720
1.12,0,0.7015662308390515899667927959,0.701566230839052,0.701566230839052,0.701566230839052,0.701566230839052,0,0,0,0,11.446551607710922180637361313,41.882645501177066753039317968,40.386037426847168807264633552,39669920
1.13,0,0.6996777998062351231915524037,0.699677799806235,0.699677799806235,0.699677799806235,0.699677799806235,0,0,0,0,11.449311125054562180637361313,41.847578721359748212412342192,40.35605888241615015325449657,40024110
1.14,0,0.6978101543232189417271444660,0.697810154323219,0.697810154323219,0.697810154323219,0.697810154323219,0,0,0,0,11.451830234554692180637361312,41.814216345045512793413441206,40.327521356346513355777706318,40378310
1.15,0,0.6959631918707361581017396006,0.695963191870736,0.695963191870736,0.695963191870736,0.695963191870736,0,0,0,0,11.454130923564062180637361312,41.782379690631147689672624369,40.300273568516137839032461597,40732500
1.16,0,0.6939847343642688176781627290,0.693984734364269,0.693984734364269,0.693984734364269,0.693984734364269,0,0,0,0,11.456232848897812180637361313,41.75192403957906358062061828,40.2741932390052234800604839,41086700
1.17,0,0.6920212552880348794296627918,0.692021255288035,0.692021255288035,0.692021255288035,0.692021255288035,0,0,0,0,11.458152366939492180637361313,41.722709152206487656988632027,40.249161468651838562114523572,41440890
1.18,0,0.6900780265900349876013021749,0.690078026590035,0.690078026590035,0.690078026590035,0.690078026590035,0,0,0,0,11.459902985939842180637361313,41.694651088099838913408579586,40.225107651552620896717278713,41795090
1.19,0,0.6878349057993612937803120449,0.687834905799361,0.687834905799361,0.687834905799361,0.687834905799361,0,0,0,0,11.466738469713992180637361313,41.676305214138822247062340718,40.210107330182527286428527052,42149290
1.20,0,0.6847788035087358966168115145,0.684778803508736,0.684778803508736,0.684778803508736,0.684778803508736,0,0,0,0,11.475532777775762180637361313,41.662434145179452812444630897,40.199225639187426366126807289,42503480
1.21,0,0.6817522518003738069909125765,0.681752251800374,0.681752251800374,0.681752251800374,0.681752251800374,0,0,0,0,11.484593403820632180637361313,41.650151254391355799527836359,40.189747957173389049157825608,42857680
1.22,0,0.6787549498248266224209851258,0.678754949824827,0.678754949824827,0.678754949824827,0.678754949824827,0,0,0,0,11.493846900255902180637361313,41.639265914096517608120394684,40.181500181401430894188297112,43211870
1.23,0,0.6757866681159661887198643557,0.675786668115966,0.675786668115966,0.675786668115966,0.675786668115966,0,0,0,0,11.503231815843292180637361313,41.629588489616418664568168011,40.17431062051444683085135324,43566070
1.24,0,0.6728469261763974151619350536,0.672846926176397,0.672846926176397,0.672846926176397,0.672846926176397,0,0,0,0,11.512696599349332180637361312,41.620998644977223105723193809,40.168068847262656624391393653,43920260
1.25,0,0.6699355028320301136456851104,0.66993550283203,0.66993550283203,0.66993550283203,0.66993550283203,0,0,0,0,11.522197441253602180637361312,41.613350446038647731501316905,40.162643256894095424160574789,44274460
1.26,0,0.6670521253749706536456590638,0.667052125374971,0.667052125374971,0.667052125374971,0.667052125374971,0,0,0,0,11.531698916162002180637361313,41.606553291401965787827421242,40.15795121427860578111972242,44628660
1.27,0,0.6641963111264387951995775383,0.664196311126439,0.664196311126439,0.664196311126439,0.664196311126439,0,0,0,0,11.541169944077392180637361313,41.600502079184828275907370446,40.153898068211819950096412809,44982850
1.28,0,0.6613677724791851529205608128,0.661367772479185,0.661367772479185,0.661367772479185,0.661367772479185,0,0,0,0,11.550138701090972180637361312,41.594603303932319997302670531,40.149910890614290863657968697,45337040
1.29,0,0.6585663273787104059586647044,0.65856632737871,0.65856632737871,0.65856632737871,0.65856632737871,0,0,0,0,11.554712654391432180637361314,41.584264738993645164881958895,40.141525287587712545697140404,45691240
1.30,0,0.6557916213755577408645739028,0.655791621375558,0.655791621375558,0.655791621375558,0.655791621375558,0,0,0,0,11.559250105908272180637361313,41.574531584543931990002081634,40.133658157722470222830473928,46045440
1.31,0,0.6530432725802179501009516673,0.653043272580218,0.653043272580218,0.653043272580218,0.653043272580218,0,0,0,0,11.563732213934782180637361312,41.565344600094377869080062834,40.126255943181035817430848884,46399630
1.32,0,0.6503211198851361825312590411,0.650321119885136,0.650321119885136,0.650321119885136,0.650321119885136,0,0,0,0,11.568145260801692180637361312,41.556654458091866759915494592,40.119274313774496308580515593,46753830
1.33,0,0.6476248270153695248884136838,0.64762482701537,0.64762482701537,0.64762482701537,0.64762482701537,0,0,0,0,11.572477381928592180637361313,41.548417810407809633559554569,40.112674348987440962205752501,47108030
1.34,0,0.6449541225226415259124169974,0.644954122522642,0.644954122522642,0.644954122522642,0.644954122522642,0,0,0,0,11.576718388109552180637361313,41.540604061977596779998035288,40.106428385704351943107961143,47462220
1.35,0,0.6423211694887656800546564730,0.642321169488766,0.642321169488766,0.642321169488766,0.642321169488766,0,0,0,0,11.580859268791052180637361312,41.533160490719273423075183573,40.10048972682017666624358258,47816420
1.36,0,0.6397442451802974145557457979,0.639744245180298,0.639744245180298,0.639744245180298,0.639744245180298,0,0,0,0,11.584894100639652180637361313,41.52607558727077382031800851,40.09484777110097259331561427,48170610
1.37,0,0.6372097020164565625087354878,0.637209702016456,0.637209702016456,0.637209702016456,0.637209702016456,0,0,0,0,11.588817081229102180637361313,41.519322366967539823113780882,40.089478516444437995234543372,48524810
1.38,0,0.6347136863509068940936970974,0.634713686350907,0.634713686350907,0.634713686350907,0.634713686350907,0,0,0,0,11.592623880763622180637361313,41.512868113158756526020970513,40.084353168756029800693226555,48879000
1.39,0,0.6322540820153510639169311385,0.632254082015351,0.632254082015351,0.632254082015351,0.632254082015351,0,0,0,0,11.596310364060992180637361313,41.506699326211036221746280605,40.079459610502764857335956225,49233200
1.40,0,0.6298294553749531359067029360,0.629829455374953,0.629829455374953,0.629829455374953,0.629829455374953,0,0,0,0,11.599873431579102180637361313,41.500788385337085221431231934,40.074773606075691063716963915,49587400
1.41,0,0.6274387459578769184008739616,0.627438745957877,0.627438745957877,0.627438745957877,0.627438745957877,0,0,0,0,11.603311409954452180637361313,41.495127514004719004909728549,40.070288293354314004043101004,49941590
1.42,0,0.6250811761895569464247084177,0.625081176189557,0.625081176189557,0.625081176189557,0.625081176189557,0,0,0,0,11.606622111283682180637361313,41.489709649765760142107541816,40.065997362618725703466912401,50295780
1.43,0,0.6227559731876171627115431658,0.622755973187617,0.622755973187617,0.622755973187617,0.622755973187617,0,0,0,0,11.609804725417312180637361313,41.484495132359537372970380256,40.06186640587435090653374173,50649980
1.44,0,0.6204625571807100949816453940,0.62046255718071,0.62046255718071,0.62046255718071,0.62046255718071,0,0,0,0,11.609198311966386028392846799,41.479497573145661716502672976,40.060830619585024033614182687,51004180
1.45,0,0.6182004551563778540285791377,0.618200455156378,0.618200455156378,0.618200455156378,0.618200455156378,0,0,0,0,11.606440108286881974890851253,41.474698661298700422629498158,40.061565517896464241190426498,51358380
